session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260809_183235,1,ICMCTS,0,1,Player,15,14,3,3,0,-3.333,1,2.625,3,1,2,1,0,2,1,0,0,0,0,0,152
20260809_183235,2,ICMCTS,0,1,AI,3,21,2,0,1,,0,1.571,2,2,0,2,0,0,1,1,1,0,0,0,193.4
20260809_183235,3,ICMCTS,0,1,AI,7,13,7,3,3,-3.667,1,2.316,1,1,0,1,0,0,3,3,1,0,2,0,198.278
20260809_183235,4,ICMCTS,0,1,Player,27,15,4,3,1,0.333,0,3.231,3,1,2,1,0,2,3,1,0,0,1,0,185.3
20260809_183235,5,ICMCTS,0,1,AI,7,13,7,5,1,-4,2,1.286,1,1,0,1,0,0,1,0,0,0,0,0,198.214
20260809_183235,6,ICMCTS,0,1,AI,13,16,3,3,0,-6.333,2,1.667,0,0,0,0,0,0,0,0,0,0,0,0,190.333
20260809_183235,7,ICMCTS,0,1,AI,8,19,5,1,3,-3,1,2,2,2,0,1,1,0,2,1,0,0,1,0,202.692
20260809_183235,8,ICMCTS,0,1,AI,9,17,6,3,3,-4.333,1,1.529,1,1,0,1,0,0,3,2,1,0,1,0,190.067
20260809_183235,9,ICMCTS,0,1,AI,2,13,5,1,3,-10,1,1.923,1,1,0,1,0,0,3,2,0,1,1,0,194.667
20260809_183235,10,ICMCTS,0,1,Player,25,8,4,3,1,-3.333,0,3.615,4,1,3,1,0,3,2,1,0,0,1,0,192.1
20260809_183235,11,ICMCTS,0,1,AI,7,17,3,0,2,,0,1.364,2,2,0,2,0,0,2,2,2,0,0,0,195.375
