session_id,match_index,agent_label,bayesian_on,completed,winner,ai_score,player_score,ai_turns,ai_swaps,ai_discards,ai_swap_value_delta_avg,ai_unknown_swaps,ai_hidden_own_avg,ai_match_attempts,ai_match_success,ai_match_fail,ai_matches_on_own,ai_matches_on_opponent,ai_penalties,ai_power_cards_drawn,ai_powers_played,ai_power_look_own,ai_power_look_opp,ai_power_blind_swap,ai_power_look_swap,ai_decision_ms_avg
20260809_020152,1,ICMCTS,0,1,AI,2,21,3,2,0,-4.5,2,1.8,0,0,0,0,0,0,0,0,0,0,0,0,236.4
20260809_020152,2,ICMCTS,0,1,Player,20,18,4,1,2,-4,0,1.75,0,0,0,0,0,0,3,2,2,0,0,0,221.1
20260809_020152,3,ICMCTS,0,1,AI,6,13,7,4,2,-5.5,3,1.765,0,0,0,0,0,0,2,2,1,1,0,0,226.733
20260809_020152,4,ICMCTS,0,1,AI,10,17,3,2,0,-5,2,2.143,3,2,1,2,0,1,0,0,0,0,0,0,232.2
20260809_020152,5,ICMCTS,0,1,Player,10,7,7,2,4,-5.5,2,1.059,0,0,0,0,0,0,2,2,0,1,1,0,230.313
20260809_020152,6,ICMCTS,0,1,AI,9,11,3,2,0,-5.5,2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,226.4
20260809_020152,7,ICMCTS,0,1,AI,8,20,4,2,2,-7,1,1.692,1,0,1,0,0,1,2,2,0,1,1,0,217.545
20260809_020152,8,ICMCTS,0,1,AI,13,16,8,1,7,-4,0,1.969,2,0,2,0,0,2,7,7,3,1,3,0,226.231
20260809_020152,9,ICMCTS,0,1,AI,10,15,5,3,1,-5.333,2,1.364,1,1,0,1,0,0,1,1,0,0,1,0,226.273
20260809_020152,10,ICMCTS,0,1,Player,63,14,9,2,6,1,1,3.583,6,0,6,0,0,4,1,0,0,0,0,0,232.056
20260809_020152,11,ICMCTS,0,1,Player,30,17,7,3,4,-4.333,1,2.593,5,0,5,0,0,4,5,4,1,2,1,0,224.158
