session_id,match_index,agent_label,bayesian_on,ply,ai_turn,is_opponent_slot,opp_knows,tilt_raw,tilt_eff,true_value
20260810_162051,1,bayesian,1,4,1,1,1,0.384,0.384,4
20260810_162051,1,bayesian,1,4,1,1,1,0.384,0.384,10
20260810_162051,1,bayesian,1,4,1,1,0,0,0,0
20260810_162051,1,bayesian,1,4,1,1,0,0,0,2
20260810_162051,1,bayesian,1,4,1,0,0,0,0,10
20260810_162051,1,bayesian,1,4,1,0,0,0,0,7
20260810_162051,1,bayesian,1,5,1,1,1,0.363,0.363,4
20260810_162051,1,bayesian,1,5,1,1,1,0.363,0.363,10
20260810_162051,1,bayesian,1,5,1,1,0,0,0,0
20260810_162051,1,bayesian,1,5,1,1,0,0,0,2
20260810_162051,1,bayesian,1,5,1,0,0,0,0,10
20260810_162051,1,bayesian,1,5,1,0,0,0,0,7
20260810_162051,1,bayesian,1,11,2,1,1,0.722,0.722,4
20260810_162051,1,bayesian,1,11,2,1,1,0.722,0.722,10
20260810_162051,1,bayesian,1,11,2,1,0,0,0,0
20260810_162051,1,bayesian,1,11,2,0,0,0,0,2
20260810_162051,1,bayesian,1,11,2,0,0,0,0,10
20260810_162051,1,bayesian,1,11,2,0,0,0,0,7
20260810_162051,1,bayesian,1,12,2,1,1,0.722,0.722,4
20260810_162051,1,bayesian,1,12,2,1,1,0.722,0.722,10
20260810_162051,1,bayesian,1,12,2,1,0,0,0,0
20260810_162051,1,bayesian,1,12,2,0,0,0,0,2
20260810_162051,1,bayesian,1,12,2,0,0,0,0,10
20260810_162051,1,bayesian,1,12,2,0,0,0,0,7
20260810_162051,1,bayesian,1,13,2,1,1,0.71,0.71,4
20260810_162051,1,bayesian,1,13,2,1,1,0.71,0.71,10
20260810_162051,1,bayesian,1,13,2,1,0,0,0,0
20260810_162051,1,bayesian,1,13,2,0,0,0,0,2
20260810_162051,1,bayesian,1,13,2,0,0,0,0,10
20260810_162051,1,bayesian,1,13,2,0,0,0,0,7
20260810_162051,1,bayesian,1,16,3,1,1,1.071,1.071,4
20260810_162051,1,bayesian,1,16,3,1,0,1.339,1.339,5
20260810_162051,1,bayesian,1,16,3,1,0,0,0,0
20260810_162051,1,bayesian,1,16,3,0,0,0,0,2
20260810_162051,1,bayesian,1,16,3,0,0,0,0,10
20260810_162051,2,bayesian,1,2,1,1,0,1.342,1.342,3
20260810_162051,2,bayesian,1,2,1,1,1,0.354,0.354,3
20260810_162051,2,bayesian,1,2,1,1,0,0,0,10
20260810_162051,2,bayesian,1,2,1,1,0,0,0,10
20260810_162051,2,bayesian,1,2,1,0,0,0,0,5
20260810_162051,2,bayesian,1,2,1,0,0,0,0,9
20260810_162051,2,bayesian,1,3,1,1,0,1.315,1.315,3
20260810_162051,2,bayesian,1,3,1,1,1,0.35,0.35,3
20260810_162051,2,bayesian,1,3,1,1,0,0,0,10
20260810_162051,2,bayesian,1,3,1,1,0,0,0,10
20260810_162051,2,bayesian,1,3,1,0,0,0,0,5
20260810_162051,2,bayesian,1,3,1,0,0,0,0,9
20260810_162051,2,bayesian,1,4,1,1,0,1.315,1.315,3
20260810_162051,2,bayesian,1,4,1,1,1,0.35,0.35,3
20260810_162051,2,bayesian,1,4,1,1,0,0,0,10
20260810_162051,2,bayesian,1,4,1,1,0,0,0,10
20260810_162051,2,bayesian,1,4,1,0,0,0,0,5
20260810_162051,2,bayesian,1,4,1,0,0,0,0,9
20260810_162051,2,bayesian,1,5,1,1,0,1.315,1.315,3
20260810_162051,2,bayesian,1,5,1,1,1,0.35,0.35,3
20260810_162051,2,bayesian,1,5,1,1,0,0,0,10
20260810_162051,2,bayesian,1,5,1,1,0,0,0,10
20260810_162051,2,bayesian,1,5,1,0,0,0,0,5
20260810_162051,2,bayesian,1,5,1,0,0,0,0,9
20260810_162051,2,bayesian,1,10,2,1,1,0.714,0.714,3
20260810_162051,2,bayesian,1,10,2,1,0,0,0,10
20260810_162051,2,bayesian,1,10,2,1,0,0,0,10
20260810_162051,2,bayesian,1,10,2,0,0,1.336,1.336,3
20260810_162051,2,bayesian,1,10,2,0,0,0,0,5
20260810_162051,2,bayesian,1,10,2,0,0,0,0,9
20260810_162051,3,bayesian,1,4,1,1,1,0.388,0.388,7
20260810_162051,3,bayesian,1,4,1,1,1,0.388,0.388,2
20260810_162051,3,bayesian,1,4,1,1,0,0,0,10
20260810_162051,3,bayesian,1,4,1,1,0,0,0,7
20260810_162051,3,bayesian,1,4,1,0,0,0,0,3
20260810_162051,3,bayesian,1,4,1,0,0,0,0,10
20260810_162051,3,bayesian,1,5,1,1,1,0.365,0.365,7
20260810_162051,3,bayesian,1,5,1,1,1,0.365,0.365,2
20260810_162051,3,bayesian,1,5,1,1,0,0,0,10
20260810_162051,3,bayesian,1,5,1,1,0,0,0,7
20260810_162051,3,bayesian,1,5,1,0,0,0,0,3
20260810_162051,3,bayesian,1,5,1,0,0,0,0,10
20260810_162051,3,bayesian,1,10,2,1,1,0.758,0.758,7
20260810_162051,3,bayesian,1,10,2,1,1,0.758,0.758,2
20260810_162051,3,bayesian,1,10,2,1,0,0,0,10
20260810_162051,3,bayesian,1,10,2,1,0,0,0,7
20260810_162051,3,bayesian,1,10,2,0,0,0,0,10
20260810_162051,4,bayesian,1,2,1,1,1,0.395,0.395,4
20260810_162051,4,bayesian,1,2,1,1,1,0.395,0.395,5
20260810_162051,4,bayesian,1,2,1,1,0,1.916,1.916,2
20260810_162051,4,bayesian,1,2,1,1,0,0,0,4
20260810_162051,4,bayesian,1,2,1,0,0,0,0,10
20260810_162051,4,bayesian,1,2,1,0,0,0,0,2
